id,car_model,fuel_type,transmission,price,odo,year,khv,vdk,blg
3661,Toyota Corona Premio,бензин,АКПП,375000,200000.0,1997,0,0,1
3662,Toyota Raum,бензин,АКПП,365000,190000.0,2000,0,0,1
3663,Toyota Cresta,бензин,АКПП,420000,200000.0,1994,0,0,1
3664,Toyota Funcargo,бензин,АКПП,400000,200000.0,2000,0,0,1
3665,Toyota Hiace,дизель,АКПП,660000,200000.0,1995,0,0,1
3666,Toyota Corona Premio,бензин,АКПП,470000,190000.0,1998,0,0,1
3667,Toyota Mark II,бензин,АКПП,600000,200000.0,1996,0,0,1
3668,Toyota Prius,гибрид,вариатор,700000,180000.0,2007,0,0,1
3669,Toyota Corolla,бензин,механика,210000,200000.0,1990,0,0,1
3670,Toyota Kluger V,бензин,АКПП,1000000,180000.0,2001,0,0,1
3671,Toyota Carina,бензин,АКПП,320000,200000.0,1993,0,0,1
3672,Toyota Carina,бензин,АКПП,250000,200000.0,1991,0,0,1
3673,Toyota Mark II,бензин,АКПП,620000,200000.0,1998,0,0,1
3674,Toyota Harrier,бензин,АКПП,950000,182000.0,2001,0,0,1
3675,Toyota Tundra,бензин,АКПП,4200000,300000.0,2012,0,0,1
3676,Toyota Land Cruiser,бензин,АКПП,8050000,97000.0,2019,0,0,1
3677,Toyota Harrier,бензин,вариатор,3050000,61000.0,2018,0,0,1
3678,Toyota RAV4,бензин,АКПП,800000,215.0,2003,0,0,1
3679,Toyota Aqua,гибрид,вариатор,885000,156500.0,2015,0,0,1
3680,Toyota Corolla Rumion,бензин,вариатор,1050000,107600.0,2010,0,0,1
3681,Toyota Allion,бензин,вариатор,1700000,52000.0,2020,0,0,1
3682,Toyota Hilux Surf,бензин,АКПП,1220000,276000.0,1999,0,0,1
3683,Toyota Lite Ace,бензин,АКПП,730000,186000.0,2008,0,0,1
3684,Toyota C-HR,гибрид,вариатор,2355000,75300.0,2019,0,0,1
3685,Toyota Harrier,бензин,АКПП,1650000,225000.0,2009,0,0,1
3686,Toyota Corolla Fielder,гибрид,вариатор,1250000,289716.0,2015,0,0,1
3687,Toyota Estima,бензин,вариатор,1450000,240000.0,2006,0,0,1
3688,Toyota Crown,бензин,АКПП,650000,223000.0,1997,0,0,1
3689,Toyota Corolla Axio,бензин,вариатор,850000,247680.0,2012,0,0,1
3690,Toyota Corolla,бензин,АКПП,425000,205000.0,1998,0,0,1
3691,Toyota Caldina,дизель,АКПП,265000,320000.0,1998,0,0,1
3692,Toyota Auris,бензин,вариатор,1150000,84500.0,2014,0,0,1
3693,Toyota Vitz,бензин,вариатор,600000,223298.0,2013,0,0,1
3694,Toyota Probox,бензин,вариатор,1250000,54000.0,2022,0,0,1
3695,Toyota RAV4,бензин,вариатор,2400000,86000.0,2018,0,0,1
3696,Toyota RAV4,бензин,АКПП,675000,220000.0,2000,0,0,1
3697,Toyota Ipsum,бензин,АКПП,505000,215000.0,1998,0,0,1
3698,Toyota Aqua,гибрид,вариатор,850000,10000.0,2014,0,0,1
3699,Toyota Corolla,бензин,механика,200000,342500.0,1993,0,0,1
3700,Toyota Rush,бензин,АКПП,999999,130000.0,2009,0,0,1
3701,Toyota Land Cruiser Prado,дизель,АКПП,1200000,250000.0,1998,0,0,1
3702,Toyota Camry Gracia,бензин,АКПП,505000,253000.0,1999,0,0,1
3703,Toyota Raum,бензин,АКПП,325000,198000.0,1997,0,0,1
3704,Toyota Succeed,бензин,вариатор,1300000,48029.0,2020,0,0,1
3705,Toyota Corolla Fielder,бензин,механика,1400000,125000.0,2019,0,0,1
3706,Toyota Allion,бензин,вариатор,1200000,78000.0,2010,0,0,1
3707,Toyota Auris,бензин,вариатор,950000,135000.0,2010,0,0,1
3708,Toyota Harrier,бензин,АКПП,1380000,220000.0,2003,0,0,1
3709,Toyota Vanguard,бензин,вариатор,1750000,110000.0,2012,0,0,1
3710,Toyota Yaris,бензин,вариатор,1350000,58000.0,2020,0,0,1
3711,Toyota Land Cruiser Prado,дизель,АКПП,1500000,250000.0,2000,0,0,1
3712,Toyota Allion,бензин,вариатор,925000,176000.0,2007,0,0,1
3713,Toyota Cresta,бензин,АКПП,550000,270000.0,1995,0,0,1
3714,Toyota Corolla Fielder,гибрид,вариатор,1165000,162000.0,2017,0,0,1
3715,Toyota Land Cruiser,дизель,АКПП,13777777,3877.0,2016,0,0,1
3716,Toyota RAV4,бензин,вариатор,1998000,99000.0,2013,0,0,1
3717,Toyota Chaser,бензин,АКПП,430000,100000.0,1999,0,0,1
3718,Toyota Caldina,бензин,АКПП,750000,200000.0,2004,0,0,1
3719,Toyota Land Cruiser Prado,бензин,АКПП,3350000,123000.0,2014,0,0,1
3720,Toyota Opa,бензин,АКПП,510000,232000.0,2003,0,0,1
3721,Toyota Land Cruiser,дизель,АКПП,10000000,90000.0,2021,0,0,1
3722,Toyota Harrier,бензин,вариатор,3150000,46700.0,2019,0,0,1
3723,Toyota Passo Sette,бензин,АКПП,685000,1000.0,2008,0,0,1
3724,Toyota Isis,бензин,АКПП,760000,260000.0,2006,0,0,1
3725,Toyota Cresta,бензин,механика,800000,200000.0,1993,0,0,1
3726,Toyota ist,бензин,АКПП,500000,250000.0,2003,0,0,1
3727,Toyota Aqua,гибрид,автомат,1130000,97000.0,2017,0,0,1
3728,Toyota Prius,гибрид,вариатор,980000,36000.0,2006,0,0,1
3729,Toyota Cresta,бензин,АКПП,435000,265000.0,1993,0,0,1
3730,Toyota Camry,бензин,механика,75000,90000.0,1986,0,0,1
3731,Toyota Wish,бензин,вариатор,1210000,139000.0,2009,0,0,1
3732,Toyota Allion,бензин,вариатор,1230000,142000.0,2010,0,0,1
3733,Toyota Allion,бензин,вариатор,1200000,116700.0,2009,0,0,1
3734,Toyota Wish,бензин,АКПП,790000,200000.0,2003,0,0,1
3735,Toyota Wish,бензин,вариатор,1450000,158000.0,2012,0,0,1
3736,Toyota Town Ace,дизель,АКПП,400000,290000.0,2000,0,0,1
3737,Toyota Land Cruiser Prado,бензин,АКПП,4350000,51000.0,2018,0,0,1
3738,Toyota Vitz,бензин,вариатор,765000,122000.0,2011,0,0,1
3739,Toyota Corolla Fielder,бензин,АКПП,470000,330000.0,2001,0,0,1
3740,Toyota Land Cruiser,дизель,АКПП,6500000,142000.0,2016,0,0,1
3741,Toyota Prius Alpha,гибрид,вариатор,900000,208114.0,2011,0,0,1
3742,Toyota Esquire,гибрид,вариатор,2300000,120000.0,2017,0,0,1
3743,Toyota Carina,бензин,АКПП,700000,443147.0,2001,0,0,1
3744,Toyota Mark II,бензин,АКПП,950000,128000.0,2003,0,0,1
3745,Toyota Duet,бензин,АКПП,240000,204365.0,2002,0,0,1
3746,Toyota Land Cruiser Prado,бензин,АКПП,2600000,240000.0,2010,0,0,1
3747,Toyota Raum,бензин,АКПП,310000,150000.0,2005,0,0,1
3748,Toyota Wish,бензин,вариатор,1100000,182000.0,2009,0,0,1
3749,Toyota Aqua,гибрид,вариатор,1500000,75000.0,2016,0,0,1
3750,Toyota Chaser,бензин,АКПП,550000,389000.0,1996,0,0,1
3751,Toyota Chaser,бензин,механика,435000,400000.0,1989,0,0,1
3752,Toyota Prius Alpha,гибрид,вариатор,1280000,161000.0,2014,0,0,1
3753,Toyota Aristo,бензин,АКПП,1600000,97000.0,2003,0,0,1
3754,Toyota Allion,бензин,вариатор,1450000,138725.0,2012,0,0,1
3755,Toyota C-HR,гибрид,вариатор,2050000,135000.0,2017,0,0,1
3756,Toyota Land Cruiser,дизель,АКПП,7350000,99000.0,2016,0,0,1
3757,Toyota Land Cruiser,дизель,АКПП,5900000,195000.0,2016,0,0,1
3758,Toyota Vellfire,бензин,вариатор,2300000,166000.0,2010,0,0,1
3759,Toyota Prius,гибрид,вариатор,370000,50000.0,1999,0,0,1
3760,Toyota Hilux,дизель,механика,1300000,243000.0,1990,0,0,1
3761,Toyota Corolla Axio,бензин,вариатор,650000,220000.0,2009,0,0,1
3762,Toyota ist,бензин,АКПП,520000,201000.0,2005,0,0,1
3763,Toyota Camry,бензин,АКПП,3000000,80000.0,2018,0,0,1
3764,Toyota Premio,бензин,вариатор,1100000,200000.0,2009,0,0,1
3765,Toyota Wish,бензин,вариатор,1100000,207000.0,2009,0,0,1
3766,Toyota Corolla Fielder,бензин,вариатор,1229000,162000.0,2017,0,0,1
3767,Toyota Corolla,бензин,вариатор,1680000,99675.0,2021,0,0,1
3768,Toyota Allion,бензин,вариатор,1200000,147000.0,2010,0,0,1
3769,Toyota Prius,гибрид,вариатор,1000000,184000.0,2010,0,0,1
3770,Toyota Roomy,бензин,вариатор,1000000,91000.0,2019,0,0,1
3771,Toyota Mark II,бензин,автомат,790000,220000.0,1993,0,0,1
3772,Toyota Prius,гибрид,вариатор,710000,299000.0,2008,0,0,1
3773,Toyota Vitz,бензин,вариатор,650000,95000.0,2012,0,0,1
3774,Toyota Corolla Rumion,бензин,вариатор,1150000,165000.0,2010,0,0,1
3775,Toyota Corolla Levin,бензин,механика,600000,300000.0,1991,0,0,1
3776,Toyota Mark II,бензин,автомат,380000,235000.0,1997,0,0,1
3777,Toyota RAV4,бензин,АКПП,699000,190000.0,2000,0,0,1
3778,Toyota Probox,бензин,вариатор,900000,120000.0,2016,0,0,1
3779,Toyota Harrier,гибрид,вариатор,3350000,71000.0,2017,0,0,1
3780,Toyota Progres,бензин,автомат,1100000,150000.0,1992,0,0,1
3781,Toyota Ractis,бензин,вариатор,600000,200000.0,2006,0,0,1
3782,Toyota Allion,бензин,вариатор,2200000,96000.0,2018,0,0,1
3783,Toyota Aristo,бензин,АКПП,900000,120000.0,2000,0,0,1
3784,Toyota Land Cruiser,бензин,АКПП,2500000,290000.0,2006,0,0,1
3785,Toyota Sienta,бензин,вариатор,1150000,161978.0,2015,0,0,1
3786,Toyota Wish,бензин,вариатор,1199999,200000.0,2012,0,0,1
3787,Toyota Crown,бензин,АКПП,300000,360000.0,1992,0,0,1
3788,Toyota RAV4,бензин,АКПП,2350000,185000.0,2016,0,0,1
3789,Toyota Crown,бензин,АКПП,300000,,1992,0,0,1
3790,Toyota ist,бензин,АКПП,485000,190000.0,2003,0,0,1
3791,Toyota Vista Ardeo,бензин,АКПП,444000,290000.0,2000,0,0,1
3792,Toyota Ractis,бензин,вариатор,865000,127000.0,2011,0,0,1
3793,Toyota Harrier,гибрид,вариатор,4075000,40691.0,2021,0,1,0
3794,Toyota Voxy,бензин,вариатор,3550000,28751.0,2022,0,1,0
3795,Toyota Noah,бензин,вариатор,2690000,114801.0,2021,0,1,0
3796,Toyota Ractis,бензин,АКПП,405000,250000.0,2009,0,1,0
3797,Toyota Harrier,гибрид,вариатор,4350000,33000.0,2021,0,1,0
3798,Toyota Harrier,гибрид,вариатор,4400000,21000.0,2022,0,1,0
3799,Toyota Corolla Fielder,бензин,вариатор,1150000,255000.0,2015,0,1,0
3800,Toyota Camry,бензин,АКПП,1700000,273000.0,2012,0,1,0
3801,Toyota Caldina,дизель,механика,350000,340985.0,1996,0,1,0
3802,Toyota Corolla,бензин,АКПП,355000,400000.0,2000,0,1,0
3803,Toyota Lite Ace,бензин,АКПП,1595000,142000.0,2017,0,1,0
3804,Toyota Hiace Regius,бензин,автомат,650000,298576.0,1992,0,1,0
3805,Toyota Harrier,гибрид,вариатор,4450000,44500.0,2021,0,1,0
3806,Toyota Harrier,гибрид,вариатор,4750000,28940.0,2022,0,1,0
3807,Toyota Corona Premio,бензин,механика,400000,200.0,1996,0,1,0
3808,Toyota Passo,бензин,вариатор,520000,91000.0,2012,0,1,0
3809,Toyota Land Cruiser,бензин,АКПП,12000000,,2024,0,1,0
3810,Toyota Vitz,бензин,автомат,920000,140000.0,2017,0,1,0
3811,Toyota Land Cruiser,бензин,АКПП,2550000,300000.0,2007,0,1,0
3812,Toyota Esquire,бензин,вариатор,2265000,104000.0,2021,0,1,0
3813,Toyota Ipsum,бензин,АКПП,560000,253000.0,2001,0,1,0
3814,Toyota Porte,бензин,АКПП,410000,184000.0,2009,0,1,0
3815,Toyota Crown,гибрид,вариатор,4950000,30000.0,2024,0,1,0
3816,Toyota Corolla Fielder,гибрид,вариатор,1080000,169831.0,2017,0,1,0
3817,Toyota Tundra,бензин,АКПП,7490000,47305.0,2020,0,1,0
3818,Toyota Land Cruiser Prado,бензин,АКПП,4500000,183000.0,2018,0,1,0
3819,Toyota Esquire,бензин,вариатор,1585000,101000.0,2016,0,1,0
3820,Toyota Yaris Cross,бензин,вариатор,2100000,24000.0,2021,0,1,0
3821,Toyota Voxy,бензин,вариатор,3400000,12300.0,2022,0,1,0
3822,Toyota Aqua,гибрид,вариатор,1150000,127355.0,2015,0,1,0
3823,Toyota Land Cruiser,дизель,АКПП,9600000,80000.0,2021,0,1,0
3824,Toyota Land Cruiser,дизель,АКПП,2650000,299135.0,1989,0,1,0
3825,Toyota Land Cruiser Prado,дизель,АКПП,5100000,61600.0,2021,0,1,0
3826,Toyota Prius Alpha,гибрид,вариатор,1160000,115000.0,2014,0,1,0
3827,Toyota Land Cruiser Prado,бензин,АКПП,2950000,200092.0,2009,0,1,0
3828,Toyota Vitz,бензин,вариатор,790000,27000.0,2019,0,1,0
3829,Toyota Vitz,бензин,вариатор,680000,73000.0,2016,0,1,0
3830,Toyota Pixis Van,бензин,АКПП,810000,119000.0,2019,0,1,0
3831,Toyota Hilux Surf,дизель,АКПП,1350000,250000.0,1998,0,1,0
3832,Toyota Vitz,бензин,вариатор,790000,37000.0,2017,0,1,0
3833,Toyota Isis,бензин,вариатор,960000,128000.0,2010,0,1,0
3834,Toyota Corolla Axio,бензин,вариатор,815000,105000.0,2009,0,1,0
3835,Toyota C-HR,бензин,вариатор,1600000,83000.0,2018,0,1,0
3836,Toyota Vitz,бензин,вариатор,745000,111000.0,2015,0,1,0
3837,Toyota Succeed,бензин,вариатор,970000,128000.0,2018,0,1,0
3838,Toyota Izoa,электро,АКПП,2340000,47000.0,2020,0,1,0
3839,Toyota Corolla,гибрид,вариатор,1590000,232000.0,2020,0,1,0
3840,Toyota Land Cruiser Prado,дизель,АКПП,6130000,32000.0,2020,0,1,0
3841,Toyota Vitz,бензин,вариатор,930000,98000.0,2017,0,1,0
3842,Toyota Land Cruiser,дизель,АКПП,4665000,189000.0,2016,0,1,0
3843,Toyota Aqua,гибрид,вариатор,890000,99000.0,2016,0,1,0
3844,Toyota Hilux,дизель,АКПП,4000000,120000.0,2018,0,1,0
3845,Toyota Corolla Rumion,бензин,вариатор,635000,146000.0,2014,0,1,0
3846,Toyota Prius,гибрид,вариатор,820000,316000.0,2009,0,1,0
3847,Toyota Land Cruiser,бензин,АКПП,5350000,309000.0,2015,0,1,0
3848,Toyota C-HR,бензин,вариатор,1980000,64000.0,2017,0,1,0
3849,Toyota ist,бензин,вариатор,630000,286000.0,2009,0,1,0
3850,Toyota Land Cruiser Prado,бензин,АКПП,2290000,320000.0,2002,0,1,0
3851,Toyota Aqua,гибрид,вариатор,860000,160000.0,2014,0,1,0
3852,Toyota Allion,бензин,вариатор,1990000,34500.0,2018,0,1,0
3853,Toyota Allion,бензин,вариатор,1990000,34500.0,2018,0,1,0
3854,Toyota Aqua,гибрид,вариатор,1170000,24000.0,2018,0,1,0
3855,Toyota Sienta,бензин,вариатор,1350000,83563.0,2017,0,1,0
3856,Toyota Land Cruiser Prado,дизель,АКПП,1350000,276000.0,1995,0,1,0
3857,Toyota C-HR,бензин,вариатор,1800000,88716.0,2019,0,1,0
3858,Toyota Corolla,бензин,вариатор,1750000,73000.0,2020,0,1,0
3859,Toyota Corolla Fielder,бензин,вариатор,1085000,100000.0,2014,0,1,0
3860,Toyota RAV4,бензин,вариатор,2150000,75800.0,2016,0,1,0
3861,Toyota Land Cruiser Prado,дизель,АКПП,5600000,69000.0,2020,0,1,0
3862,Toyota Prius Alpha,гибрид,вариатор,1500000,215000.0,2015,0,1,0
3863,Toyota RAV4,гибрид,вариатор,3080000,145000.0,2019,0,1,0
3864,Toyota Carina,дизель,АКПП,310000,184924.0,1993,0,1,0
3865,Toyota Ractis,бензин,вариатор,690000,198000.0,2012,0,1,0
3866,Toyota Corolla Axio,бензин,вариатор,550000,250000.0,2008,0,1,0
3867,Toyota Corolla,бензин,АКПП,315000,135000.0,2000,0,1,0
3868,Toyota Hilux Surf,бензин,АКПП,2100000,246000.0,2008,0,1,0
3869,Toyota Funcargo,бензин,АКПП,380000,80000.0,2003,0,1,0
3870,Toyota Porte,бензин,АКПП,329000,161000.0,2005,0,1,0
3871,Toyota RAV4,бензин,вариатор,4155000,,2024,0,1,0
3872,Toyota Passo,бензин,вариатор,675000,66000.0,2010,0,1,0
3873,Toyota Premio,бензин,вариатор,1700000,59800.0,2018,0,1,0
3874,Toyota Sprinter Marino,бензин,автомат,165000,210000.0,1993,0,1,0
3875,Toyota Allex,бензин,АКПП,125000,150000.0,2001,0,1,0
3876,Toyota Crown,бензин,АКПП,270000,180000.0,1992,0,1,0
3877,Toyota Corolla Axio,бензин,вариатор,570000,180000.0,2009,0,1,0
3878,Toyota Rush,бензин,АКПП,880000,112000.0,2009,0,1,0
3879,Toyota Wish,бензин,АКПП,495000,130000.0,2007,0,1,0
3880,Toyota Isis,бензин,вариатор,800000,217000.0,2006,0,1,0
3881,Toyota C-HR,бензин,вариатор,1650000,50000.0,2016,0,1,0
3882,Toyota Camry,бензин,АКПП,3348000,19000.0,2022,0,1,0
3883,Toyota Land Cruiser Prado,дизель,АКПП,3450000,141000.0,2016,0,1,0
3884,Toyota Allex,бензин,АКПП,380000,162912.0,2001,0,1,0
3885,Toyota Probox,бензин,АКПП,560000,128000.0,2008,0,1,0
3886,Toyota Probox,бензин,АКПП,430000,253000.0,2006,0,1,0
3887,Toyota Town Ace Noah,дизель,АКПП,420000,326450.0,1998,0,1,0
3888,Toyota Prius,гибрид,вариатор,1030000,258000.0,2014,0,1,0
3889,Toyota Ipsum,бензин,АКПП,550000,275000.0,1999,0,1,0
3890,Toyota Noah,бензин,автомат,1885000,117000.0,2015,0,1,0
3891,Toyota Corona,бензин,АКПП,600000,92000.0,1991,0,1,0
3892,Toyota RAV4,бензин,вариатор,3100000,58000.0,2019,0,1,0
3893,Toyota Prius,гибрид,вариатор,1255000,134000.0,2013,0,1,0
3894,Toyota Isis,бензин,вариатор,1345000,120000.0,2011,0,1,0
3895,Toyota Venza,гибрид,вариатор,4700000,39000.0,2021,0,1,0
3896,Toyota Yaris Cross,бензин,вариатор,1750000,69000.0,2022,0,1,0
3897,Toyota Land Cruiser,дизель,АКПП,10500000,20493.0,2019,0,1,0
3898,Toyota Allion,бензин,АКПП,580000,221795.0,2004,0,1,0
3899,Toyota Crown Kluger,гибрид,вариатор,4850000,30000.0,2021,0,1,0
3900,Toyota Corona Premio,бензин,АКПП,620000,210000.0,1998,0,1,0
3901,Toyota Corolla,гибрид,вариатор,2380000,33000.0,2020,0,1,0
3902,Toyota Land Cruiser,дизель,АКПП,8888888,112000.0,2016,0,1,0
3903,Toyota Corolla Fielder,бензин,вариатор,870000,123867.0,2010,0,1,0
3904,Toyota Land Cruiser Prado,дизель,АКПП,1500000,250000.0,1994,0,1,0
3905,Toyota Prius,гибрид,вариатор,650000,160150.0,2008,0,1,0
3906,Toyota Land Cruiser,дизель,АКПП,4495000,251000.0,2014,0,1,0
3907,Toyota Yaris Cross,бензин,вариатор,1985000,37000.0,2020,0,1,0
3908,Toyota Corolla Axio,бензин,вариатор,900000,87500.0,2013,0,1,0
3909,Toyota Prius,гибрид,вариатор,1654000,178000.0,2020,0,1,0
3910,Toyota Highlander,бензин,АКПП,3050000,145000.0,2014,0,1,0
3911,Toyota Aqua,гибрид,вариатор,665000,156000.0,2013,0,1,0
